Year,Country,Country Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Adjusted net enrollment rate, primary (% of primary school age children) [SE.PRM.TENR]",Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adolescents out of school (% of lower secondary school age) [SE.SEC.UNER.LO.ZS],"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]",Adults (ages 15-49) newly infected with HIV [SH.HIV.INCD],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],Bank capital to assets ratio (%) [FB.BNK.CAPA.ZS],Children out of school (% of primary school age) [SE.PRM.UNER.ZS],"Contributing family workers, total (% of total employment) (modeled ILO estimate) [SL.FAM.WORK.ZS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],Control of Corruption: Estimate [CC.EST],Cost of business start-up procedures (% of GNI per capita) [IC.REG.COST.PC.ZS],Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],"Current education expenditure, total (% of total expenditure in public institutions) [SE.XPD.CTOT.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative) [SE.SEC.CUAT.UP.ZS]","Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]",Expense (% of GDP) [GC.XPN.TOTL.GD.ZS],Gross savings (% of GDP) [NY.GNS.ICTR.ZS],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate) [SL.TLF.ACTI.1524.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Maternal mortality ratio (modeled estimate, per 100,000 live births) [SH.STA.MMRT]",Merchandise exports (current US$) [TX.VAL.MRCH.CD.WT],Merchandise imports (current US$) [TM.VAL.MRCH.CD.WT],Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) [SH.DYN.NCOM.ZS]",Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST],Unemployment with advanced education (% of total labor force with advanced education) [SL.UEM.ADVN.ZS],"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]",Access to clean fuels and technologies for cooking (% of population) [EG.CFT.ACCS.ZS],"Cause of death, by injury (% of total) [SH.DTH.INJR.ZS]","Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",Control of Corruption: Number of Sources [CC.NO.SRC]
2018,Somalia,SOM,50.73001862,,,,,121.625,,0.71844346,,,11.3208407,,-1.785416245,195.2,,,,,,27.693,0.000130436,,,,1.004140817,,16.14,2755958,56.375,651,,,,,30.7,-2.248987675,,18.781,,2.7,,,9
2018,South Africa,ZAF,84.7,,0.700344778,2.94828E+11,6.202010155,59.361,220000,0.377131693,7.912083765,7.927239895,0.441810158,152.6462396,-0.136328086,0.2,3.156414916,8.06289959,95.05255127,,,44.051,33.99549783,13.23023653,99.49147133,4.517165228,3.993295086,36.66224942,29.61,23771537,65.674,125,93970000000,1.13971E+11,51.31042505,0.897196372,25.5,-0.237621993,11.513,24.22,24.218,86.3,,59.10231141,14
2018,South Sudan,SSD,6.286168575,,,,,99.334,12000,4.743933983,,,45.64136822,8411.16963,-1.742862582,122.6,,6.27566719,,,,61.285,,,,83.50152949,,,61.225,3899717,55.95,1275,,,,3.19540114,16.8,-2.434559584,,13.17,,0,,,9
2018,Spain,ESP,100,,2.305661917,1.09938E+12,2.897830009,6.184,3600,0.856295664,6.0463314,2.458790064,0.376803457,110.1906392,0.612849295,4,,9.00140381,94.90090942,21.93634033,50.41698837,48.776,32.25768134,22.34637944,97.28481492,1.674981369,1.245552418,0.617626377,32.992,22930164,83.43170732,4,3.46754E+11,3.90562E+11,51.86147512,1.254333772,9.8,0.275779158,8.912,15.25,15.255,100,,107.9745073,11
2018,Sri Lanka,LKA,99.58557892,99.27348,1.846759754,88140707600,4.890417576,15.892,200,3.733208658,7.006250012,0.005802223,7.1715767,150.2282395,-0.352467418,9.4,,3.91227913,74.65514374,,63.0344696,49.486,15.28479493,35.12372807,106.9168995,2.135037737,4.295306202,2.381756671,29.892,8491355,75.748,30,11890000000,22233000000,36.11133671,1.734693549,13.6,-0.139389724,8.525,4.32,4.318,29.1,,,10
2018,St. Kitts and Nevis,KNA,100,,,,,40.66,,,6.609055246,,,104.5654385,0.410901546,7,,4.88528252,,,,,,,,-1.037122141,-0.356676189,48.15644564,,,71.467,,54000000,335000000,36.14432954,,,0.677222848,,,,100,,,2
2018,St. Lucia,LCA,99.9905014,98.28723,,,13.12199974,38.533,,,3.963307885,5.928070068,1.974446899,110.1256323,0.560043097,18.4,,4.41884804,93.84146118,,,57.061,,,,1.935618932,0.138004719,20.79960425,62.036,101318,73.357,61,62000000,659000000,35.04990926,,17.9,0.993263125,7.872,19.12,19.329,95,,,3
2018,St. Martin (French part),MAF,100,,,,,17.327,,,,,,,,,,,,,,,,,,,,,,,80.614,,148000000,919000000,,,,,,,,,,,
2018,St. Vincent and the Grenadines,VCT,100,,,,,50.273,,,6.268133606,,1.149800592,109.6656736,0.74370873,15.4,,4.13830519,,,,52.719,,,,2.324144854,1.548992935,32.29467945,53.217,52888,74.128,60,44000000,354000000,45.00584247,,20.9,0.822919726,,18.931,,94,,,3
2018,Sudan,SDN,55.3390274,,-11.20410946,74027114502,29.83440971,85.721,2200,1.039656323,,33.87398148,5.683505454,890.2289521,-1.456690907,20.9,,4.46358299,,,,40.123,,-1.172863476,106.7182681,63.29250735,55.97532544,,26.969,11955874,65.681,293,3478000000,7850000000,35.03456715,1.778924027,23,-1.82177794,,17.306,,55.7,,,12
2018,Suriname,SUR,97.4,86.02531,,,,58.077,500,0.758534544,,17.88861084,4.407279223,,-0.24039501,93.4,,6.68795872,,4.95138979,20.23983955,51.992,,,,,5.660593771,6.400382676,37.301,242573,72.553,98,2180000000,1527000000,92.76315128,,22.4,0.058161013,,7.687,,93.35,,,5
2018,Sweden,SWE,100,,1.294343646,4.53104E+11,0.361400008,4.066,,0.276298008,5.383491899,0.467460006,0.1889442,108.5721291,2.109263897,0.5,,10.94106293,94.81725311,,,61.32,31.72804292,28.61148492,97.76507537,1.953535301,2.396920335,1.062751752,54.085,5483210,82.55853659,5,1.65968E+11,1.70605E+11,60.59406701,1.032246092,8.5,0.92122525,3.697,6.36,6.365,100,,42.2624001,11
2018,Switzerland,CHE,100,,-0.565381475,5.35188E+11,0.229479998,2.403,200,0.432780074,8.300509839,0.130789995,1.918613034,99.1869606,1.969518185,2.3,,11.38538456,,,85.68177032,65.255,16.71822365,31.38751684,89.47213212,0.936335464,0.764289197,0.587238095,67.989,4956328,83.75365854,7,3.10749E+11,2.79528E+11,81.35370032,0.65287657,8.1,1.319249392,3.499,4.71,4.713,100,,18.67811857,9
2018,Syrian Arab Republic,SYR,86,,,,,38.633,,5.631916321,,,1.25593428,,-1.648082852,7.6,,,,,,33.086,,,,,13.18794028,,24.776,4572156,70.145,31,2819000000,7111000000,46.19391463,,22.2,-2.736278534,,13.562,,97.2,,,5
2018,Tajikistan,TJK,99.3,,1.026889308,10642111933,,42.834,1000,0.697927446,27.0417009,,12.68725144,,-1.428293705,18,,7.01381588,,,,38.698,,34.58522538,124.8993797,,2.492226499,,26.036,2407127,70.353,17,1073000000,3151000000,54.39793749,1.048565277,28.8,-0.747738957,,6.895,,81.9,,,10
2018,Tanzania,TZA,34.92961121,82.35094,5.922389078,49124200634,52.17200851,127.938,64000,0.105598425,11.85254939,19.2376194,32.01712085,181.1544602,-0.47571075,45.6,,4.16191673,,1.419360042,4.051949978,80.166,14.5748626,31.71075098,106.3673361,3.494458489,3.007575121,4.706454038,68.536,26515547,66.535,267,4041000000,9120000000,23.08796977,1.057857044,17.4,-0.580516219,,2.34,,4.9,,,15
2018,Thailand,THA,99.82,,,,5.90549469,36.046,8000,1.130639426,,2.865700245,16.89684093,112.4707868,-0.45801872,3.1,31.69415301,3.87040329,,14.93900013,33.30593109,67.278,18.34251413,31.68658494,90.28207007,1.063897542,1.428586164,,41.626,40229448,78.662,29,2.52957E+11,2.48201E+11,98.89567599,1.356929924,13.8,-0.799434543,1.579,0.77,0.766,82.1,,39.24916592,12
2018,Timor-Leste,TLS,85.15628052,95.41421,-16.80739548,1297545189,14.30573559,35.654,200,0.411816128,,5.477943897,23.05346508,144.8321759,-0.505638003,0.6,,6.28910303,,,,64.994,56.57026523,14.39601235,158.5733412,2.29424307,-1.321802318,,40.842,534219,68.017,249,45000000,520000000,36.07556125,1.317859198,19.4,0.233176738,,3.69,,11.7,,,6
2018,Togo,TGO,50,94.692,8.928779315,5954288409,,80.53,2700,0.346588876,,6.723249912,49.61762255,112.5376906,-0.749031723,41.7,2.431663517,6.00396872,,,,55.78,13.6293529,16.16938965,108.9136407,0.927755426,0.452907938,,24.823,2755426,60.244,435,1080000000,2116000000,45.46737654,1.963332431,24.1,-0.88600421,,3.759,,8.8,,,13
2018,Tonga,TON,99.00598145,,0.249280191,468761300.9,11.09900284,19.22,,,15.96799861,0.403598338,4.530963465,127.2761714,-0.070953578,6.5,,4.80628061,,,,52.56,,22.32057914,140.498305,5.03209692,5.139870388,9.510178268,28.295,36260,70.779,84,13000000,230000000,49.7027206,,25.3,0.833516359,2.312,2.25,2.248,80.7,,,4
2018,Trinidad and Tobago,TTO,100,,,,,39.09,,0.582127395,11.21541047,,0.422526611,141.7532757,-0.379338741,0.7,,6.66994572,,,,55.687,30.47970654,,,1.018569302,2.687027384,34.35880293,39.598,695724,73.802,28,10532000000,7719000000,74.28442734,0.68778771,17.6,0.230616614,,3.49,,100,,,8
2018,Tunisia,TUN,99.8,,2.158175911,39872178471,,7.455,500,1.136761708,,0.869229972,1.852973957,145.5446626,-0.113984153,4.3,,5.93711042,,13.39813042,25.2944603,39.643,,10.67197038,112.9001281,7.30759176,7.924854728,,30.14,4204927,75.95,39,15535000000,22698000000,89.56679121,1.97644872,15.8,-0.86821872,,15.46,15.459,99.8,,,13
2018,Turkiye,TUR,100,,,,0.070749998,21.15,,1.558064899,10.79392098,0.207489997,10.46909757,203.5454036,-0.351102501,10.6,37.92967609,4.12363815,85.86540985,,,47.371,33.54365048,27.98549465,100.1488132,16.3324639,16.51227946,2.609610131,43.81,32874112,77.563,17,1.77169E+11,2.31152E+11,52.41791686,2.523695409,15.8,-1.315165997,12.189,10.89,10.956,95.2,,29.2112895,11
2018,Turkmenistan,TKM,100,,,,,24.093,,2.073152821,,,2.77574895,,-1.382211685,,,5.69395018,,,,45.924,,,,,1.21087594,,29.733,2001782,68.796,5,9760000000,2390000000,29.80466642,,27.4,-0.012979328,,4.04,,99.9,,,6
2018,Turks and Caicos Islands,TCA,100,,,,,17.856,,,,,,,,,,,81.1621933,,,,,,,,3.097863612,,,,76.443,,4000000,362000000,32.87883878,,,,,,,,,,
2018,Tuvalu,TUV,98.96691132,,,,5.076900005,33.299,,,,,,,0.051194686,,,18.20367622,,,,,,,,,7.295593591,,,,64.212,,0,25000000,52.06678057,,,1.391008735,,,,71.4,,,3
2018,Uganda,UGA,41.92,,8.458387644,29881265809,,113.187,48000,0.296791656,13.90158833,,9.327413845,171.1417273,-1.050883651,42.7,,4.01846313,,,,67.752,11.83576411,21.3276374,105.2672512,2.61601191,4.443385272,10.83212625,54.941,15499088,62.714,283,3087000000,6729000000,29.81137778,1.232713045,21.1,-0.701724708,,3.382,,0.8,,34.67357099,15
2018,Ukraine,UKR,100,,3.377676506,92231250788,10.70353985,19.558,7800,1.398033048,6.027431595,16.80419922,0.211902084,261.0688343,-0.921201885,0.6,49.77743283,7.52051353,93.38916779,,,51.358,33.40871911,13.62216455,108.7293437,10.95185594,15.39853035,4.504245718,36.188,21244133,71.58268293,11,47336000000,57188000000,79.85570398,3.192353265,26.1,-1.872089386,7.699,8.8,8.799,95.2,,56.90595067,12
2018,United Arab Emirates,ARE,100,,-1.766804507,3.56736E+11,,4.275,,0.983613314,12.16109654,,0.466375362,116.7797727,1.11653626,22.8,,4.14547014,,47.29302979,69.14015961,80.15,3.918249913,,72.79897514,3.068633793,7.936748035,,57.357,6404956,79.627,9,3.87964E+11,2.44688E+11,148.1449107,,18.8,0.689086735,3.33,2.24,2.236,100,,,8
2018,United Kingdom,GBR,100,,0.835634263,2.58142E+12,2.354749918,12.338,,0.431347168,5.577135532,2.366379976,0.356500275,117.5790642,1.806572199,0,,9.65815544,97.68508148,,,60.557,37.51719088,14.25387513,101.3824255,2.292839903,1.922052394,1.136483485,57.091,34415434,81.25609756,9,4.86439E+11,6.7245E+11,40.36055847,1.939953463,10.5,0.077564575,2.51,4,3.996,100,,158.1780269,11
2018,United States,USA,100,,2.909359313,1.68139E+13,,17.06,30000,0.834689346,9.440507446,0.574209988,0.062048083,115.1573032,1.292678237,1,,16.64094353,90.62403107,34.99246979,89.80535889,59.94,22.30277708,19.34773249,103.4896639,2.442583297,2.404058593,4.929848302,50.204,165307010,78.63902439,19,1.66398E+12,2.61422E+12,20.83568431,3.323866404,13.6,0.386042565,2.45,3.9,3.896,100,,99.06097612,11
2018,Uruguay,URY,99.8,,-0.639233531,53895280512,,42.587,1000,1.273656293,10.97984991,0.159119993,0.781414065,188.0962576,1.207342386,22.6,35.13400022,9.01452351,96.34745789,11.47317982,29.52000046,58.369,31.98260207,14.54468215,94.91556459,7.606533604,7.302102491,12.28464664,47.717,1735162,77.611,18,7498000000,8893000000,25.13838619,1.971272047,16.9,1.023943424,3.01,8.34,8.336,100,,47.44421691,13
2018,Uzbekistan,UZB,99.9921875,96.84487,,,3.681483746,19.015,3300,0.513208864,10.32846983,0.387877464,2.975782645,247.7683636,-1.082399607,3.1,20.11998639,5.07702637,100,16.30341911,96.14924622,53.648,16.32339462,35.44735204,112.5670779,17.52417965,26.92239538,1.460727869,36.394,13249966,71.149,31,10921000000,17312000000,53.4006851,3.555482552,25.9,-0.304469526,,5.379,9.35,84.2,,,11
2018,Vanuatu,VUT,61.59899139,,15.37987753,892605561.8,,66.55,,,,,1.676902081,113.9809232,-0.18430163,42,,3.31753612,,,,65.555,25.62151226,36.41012302,102.6733616,2.330963796,3.206645275,,54.634,123831,69.795,97,61000000,390000000,49.30378974,,39.8,0.802380979,,5.324,,7.9,,,5
2018,"Venezuela, RB",VEN,99.87819672,,,,,86.243,,2.70858728,,,0.935165471,,-1.512037516,393,,2.41691327,,,,56.029,,,,,,,31.55,12663428,71.979,179,34440000000,11710000000,,0.150853893,15.3,-1.351442456,,5.512,,96.1,,,13
2018,Viet Nam,VNM,100,,9.777960475,2.48894E+11,4.333516598,34.514,6400,0.944862768,5.726404119,,14.93446099,159.0696412,-0.511549294,6.1,,5.04966736,,,,74.733,,30.93169778,98.84228218,3.539628059,3.6266473,,55.164,55246118,73.976,,2.43699E+11,2.36862E+11,154.9664497,2.28456986,21.4,0.032742601,2.075,1.16,1.161,90.7,,,11
2018,Virgin Islands (U.S.),VIR,100,,,,,32.406,,,,,0.26566137,,0.577421665,,,,,,,48.344,,,,,1.467393179,,33.652,47523,79.5195122,,,,,,,0.955986977,,12.207,,,,,1
2018,West Bank and Gaza,PSE,100,97.10722,,,4.889800072,46.596,,,10.18195883,4.46160984,4.320957602,110.765815,-0.226567179,46.8,,,,19.08675957,42.60168839,32.04,24.61730656,15.45448217,139.2065911,-0.195107774,-0.301992725,0.499422906,30.502,1191792,74.793,21,,,,,,-1.804794073,32.53,26.26,26.256,,,,4
2018,"Yemen, Rep.",YEM,62,,,,,58.9,1000,0.339097942,,,11.55979951,,-1.658365846,118.8,,,,,,26.655,,,,,14.85366476,,22.299,5898001,64.575,176,570000000,3312000000,17.96709763,,27.4,-2.996031046,,17.65,,61.3,,,9
2018,Zambia,ZMB,40.2293396,,,,,124.849,50000,0.278099877,11.1582406,,6.426980875,194.5104383,-0.678601682,32.8,,5.05676603,,1.814720035,19.93445015,55.538,20.11071184,41.82583127,96.31782573,7.494571927,7.411570948,,35.746,5789287,62.342,145,9034000000,9466000000,70.31144133,1.437498751,25.6,0.082525499,7.585,5.03,5.031,12.2,,59.71222117,14
2018,Zimbabwe,ZWE,45.40028763,,25.39550728,19942415217,,98.507,25000,0.883767121,,15.19120026,2.336385803,116.7122106,-1.246000648,110.7,,4.67041826,,,,61.414,10.97727965,13.92390634,102.222324,10.61886587,200.7695776,4.876368771,50.473,5770751,61.414,359,4057000000,6391000000,30.58899933,1.137810258,28.5,-0.721038401,,6.767,,30,,,15
2019,Afghanistan,AFG,97.7,,,,,86.803,1100,3.015078756,,,21.34648805,149.8959752,-1.419499159,6.8,,14.8313194,,,,38.965,,,,2.302372515,6.521479845,7.180397166,36.061,9220323,63.565,644,864000000,6777000000,40.64481817,1.170968382,35.3,-2.652406931,,11.082,,32.45,17.28846373,,10
2019,Albania,ALB,100,,0.75075305,10413965304,1.850659966,15.013,100,0.558267807,9.078414342,2.107749939,22.0283202,119.0492584,-0.563899636,10.8,,,86.84481812,,,53.392,23.15065465,14.39660845,114.3597729,1.41109079,1.257024829,2.26174791,36.584,1433004,79.282,5,2716000000,5897000000,55.92194022,1.280805962,11.4,0.11004968,12.296,11.47,11.466,81.6,3.035996411,75.69848825,11
2019,Algeria,DZA,99.5,,0.583734988,1.47161E+11,,12.303,1600,2.556034196,9.859813413,0.123769999,1.665247832,151.3616678,-0.655895114,11.3,,6.25170851,,11.43593025,24.10832024,36.642,,37.6144462,106.3809134,1.951768211,-0.472073341,1.215303879,24.372,12402025,76.474,77,35312000000,44632000000,46.54394026,5.999690259,13.9,-1.055829883,,12.275,,99.7,7.660040042,,8
2019,American Samoa,ASM,,,,,,30.65,,,,,,,1.780709863,,,,,,,,,,,,1.7482893,0,,,,,353000000,712000000,164.6058733,,,1.145717978,,,,,,,1
2019,Andorra,AND,100,,,,9.113840103,5.985,,,,7.587349892,,,1.176592231,,,7.40840626,99.24268341,,,,,,,,1.374753508,,,,,,,1539000000,,,,1.577211499,,,,100,,,1
2019,Angola,AGO,45.63388062,,12.9922934,71155128702,,141.278,14000,0.883277718,9.870313802,,4.609634567,379.5990422,-1.058417916,11.1,,2.65592647,,,,62.642,16.68495221,32.10299532,76.24802471,17.07970441,19.18700383,,54.39,13246117,62.448,228,35432000000,13962000000,69.66913873,1.739070159,22.2,-0.370094687,18.604,16.5,16.497,49.3,9.088287413,,10
2019,Antigua and Barbuda,ATG,100,,,,0.428439856,30.83,,,5.454990267,0.260628939,,115.4366126,0.239498109,8,,4.37567186,,,,,,,,1.431355982,0.718452311,3.256745534,,,78.691,19,38000000,701000000,42.83184321,,17.5,0.937967896,,,,100,5.37279775,,2
2019,Argentina,ARG,100,,-5.094531602,4.71313E+11,0.599829972,46.153,5100,0.499818585,9.726340667,0.620029986,0.560853893,,-0.106940247,5,34.30033785,9.47170544,98.22975922,,,54.357,22.03648093,13.69079544,96.78085829,,49.19557906,5.155823421,38.996,20607477,77.284,33,65116000000,49124000000,25.51397097,0.699696134,15.7,-0.097864307,3.874,9.84,9.843,99.9,5.709043309,,14
2019,Armenia,ARM,100,,5.756281783,11336524807,1.467689991,19.041,,3.466023071,11.85864014,3.444560051,0.103686135,129.1760073,-0.226975173,0.8,50.34758433,11.3798008,,,,55.218,21.75848057,10.22162316,113.4125514,1.443446608,1.065622639,2.588100446,43.757,1413724,75.439,25,2640000000,5514000000,59.87096007,4.787705841,19.9,-0.420044243,12.573,12.2,12.2,98.1,4.677751175,50.02842069,11
2019,Aruba,ABW,100,,,,,18.906,,,,,,109.5343554,1.174702883,,,,,,,,,16.72200624,98.87438965,4.257462043,6.094208082,,,,76.248,,131000000,1206000000,39.37217857,,,1.335668564,,,,,,,2
2019,Australia,AUS,100,,,,0.329860002,8.938,1000,0.434223814,6.198626318,0.214039996,0.254913351,119.7970864,1.788173079,0.7,,10.22989082,,33.09477997,79.04792786,62.547,26.13994981,22.34172669,97.52538663,1.610767873,3.463722736,0.887322994,68.121,13587463,82.9,5,2.71005E+11,2.21564E+11,35.31792694,1.881043454,8.6,0.917313099,2.168,5.16,5.159,100,5.944592213,60.14198669,11
2019,Austria,AUT,100,,1.505116836,3.33987E+11,1.162520051,5.499,,0.472210417,7.508213792,1.233579993,1.076801495,118.0579801,1.521409035,4.7,,10.47507858,93.13623047,15.36363029,80.67404938,58.514,43.55551905,27.83472653,96.36614324,1.530895642,1.60787623,0.867123025,55.477,4658940,81.89512195,5,1.7867E+11,1.84758E+11,81.74339684,0.750359657,10.4,0.892080426,3.066,4.56,4.56,100,5.445314629,83.09692938,10
2019,Azerbaijan,AZE,100,,,,0.172849998,49.404,500,1.57945111,,8.450249672,31.58480884,156.8915643,-0.849424362,1.2,,4.0731144,85.90901947,15.72202969,88.41957855,65.093,24.28433798,28.57354797,88.93794828,2.610571828,-0.241307927,1.641786917,46.948,5191677,73.102,27,19635000000,13668000000,69.13031374,3.873411703,27.2,-0.693412125,4.65,5,5,98,3.763640552,,11
2019,"Bahamas, The",BHS,100,,2.269641479,11034952111,,26.022,100,0.849610454,,,0.320254317,116.2189112,1.102446318,11,,5.90402126,,,,66.128,18.78278083,21.05178495,100.2335608,2.491235274,3.974680521,23.48247589,51.952,235402,71.205,82,695000000,3009000000,28.36423227,,19.9,0.801466107,,9.933,,100,13.85576891,57.64017858,5
2019,Bahrain,BHR,100,,1.720710974,25682614527,1.62056005,9.676,100,2.198036113,,2.367630005,0.447378561,118.7721119,-0.038097262,1,,3.95980344,,,,71.493,,30.58232677,88.72899877,1.005820047,0.08326178,0.267703841,43.312,864408,80.019,15,18120000000,13256000000,81.17285023,4.029861016,16.1,-0.626835167,,1.22,,100,8.892317027,,6
2019,Bangladesh,BGD,92.2,,14.36375808,2.65415E+11,,77.678,1000,0.323136898,5.168285407,,12.14793666,179.6798217,-1.016993523,8.7,,2.620749,71.03983307,9.760549545,31.33009911,56.024,8.272315036,36.35349609,105.3293408,5.591996399,3.658167964,,40.632,70248864,72.806,157,39337000000,59094000000,28.02398607,1.244100823,18.9,-0.928613365,,4.376,,23.5,7.131492663,,12
2019,Barbados,BRB,100,,,,2.484590054,42.163,100,0.695299083,7.63757387,2.31020999,0.066804831,134.0911741,1.15944016,7.3,,6.1940732,95.91969299,,,57.061,,,98.17921402,4.100289645,4.242609507,17.13187439,44.402,143823,77.257,47,444000000,1581000000,37.91353841,,16,1.032812834,4.166,8.41,8.413,100,4.309227264,,6
2019,Belarus,BLR,100,,2.859183073,48051687976,6.651569843,11.83,1200,3.051302434,11.546392,5.936709881,0.030200966,508.3392944,0.007285738,0.5,47.47545194,5.86133814,92.44734192,28.30353928,94.73780823,62.129,28.58836922,27.82262022,99.95620936,5.59815595,8.576908509,2.325828763,44.819,5079798,74.22682927,1,32955000000,39477000000,112.4543733,1.20086453,23.8,0.344906747,2.173,4.16,4.165,99.6,5.714505715,33.24422862,10
2019,Belgium,BEL,100,,2.964540471,4.07953E+11,0.882889986,5.304,,0.50053856,6.230568778,1.347489953,0.797040215,117.1104572,1.448995948,5.3,,10.6635952,94.64888763,35.30400848,71.44625854,51.475,39.43843458,25.1048784,99.37185095,1.43681957,1.768097416,,30.98,5194405,81.99512195,5,4.4691E+11,4.28878E+11,163.4342018,0.888487292,10.6,0.458316237,3.154,5.36,5.36,100,6.120963772,103.3825108,10
2019,Belize,BLZ,92.72,,4.775140301,1817550265,9.438790321,64.404,200,1.146177784,12.8889317,0.940339983,4.93821715,106.1600823,-0.191070929,34.3,,6.07060003,,,,57.748,,20.04965606,93.28914007,0.187069385,-0.130661894,34.43889025,49.899,174493,73.931,86,425000000,986000000,59.11699547,1.010694249,16.5,0.061934385,7.019,9.05,9.053,83.1,18.84552916,,4
2019,Benin,BEN,39.99809265,,7.977650273,12696001452,,93.897,1300,0.272541697,,10.22294998,0.743934262,110.7200402,-0.330108225,3.5,,2.32052207,,3.544800043,7.527900219,61.811,,21.71952965,104.4202779,-0.705026635,-0.397553793,,32.483,4402996,60.454,522,3052000000,3932000000,48.53131363,0.473313906,22.6,-0.420259506,,1.372,,4.8,9.191471024,,13
2019,Bermuda,BMU,100,,,,,7.417,,,,,,,1.176592231,,,,,,,,,38.44677842,75.18090272,,2.419351945,0,,,81.033,,27000000,1118000000,15.4240641,,,1.051399589,,,,,,,1
2019,Bhutan,BTN,100,,10.51287894,2007910289,,19.659,100,,12.17622989,,30.05916907,169.9483936,1.57226634,3.7,,3.60361075,,,,64.555,16.63073905,30.79019383,113.2085058,2.726430374,3.108002205,1.042400962,26.645,385513,71.391,62,674000000,981000000,60.49676636,,18.5,1.065351009,10.278,2.72,2.72,84.6,9.045744661,90.35735791,6
2019,Bolivia,BOL,95.08,,2.808769981,32901383517,,65.629,1400,1.248905009,6.879918309,,17.19172261,148.3175185,-0.780918837,37.3,7.907623143,6.88792992,91.90196228,24.6986599,48.58000183,68.081,,14.19492888,106.4627821,1.83954505,-0.693003272,4.219977313,49.077,5684980,67.841,176,8757000000,9784000000,45.33770296,1.451271127,17.9,-0.728338599,5.286,3.68,3.682,86.5,8.701779101,,13
2019,Bosnia and Herzegovina,BIH,100,,4.222730354,16297150906,6.691619873,10.223,,0.818121845,10.51083638,,3.020428183,,-0.646842897,13.7,,9.04909897,,,,39.655,34.05216892,20.14239542,116.5406819,,2.471504685,1.249735361,34.486,1344543,77.241,5,6578000000,11159000000,86.59541473,0.818512097,18.7,-0.424830645,13.267,15.69,15.692,41.9,3.766587803,44.02357192,11
2019,Botswana,BWA,70.09508514,,8.351385748,11572664492,,51.149,7700,0.846166069,8.910813048,,3.057509942,149.7536988,0.686288655,0.6,,6.12193108,,,,51.062,28.80054499,25.9712809,106.7153165,2.772864429,0.507585436,,35.636,1063621,65.464,118,5237000000,6564000000,70.55521009,3.081222446,27,1.095207453,15.252,20.09,20.094,64.8,9.385218149,16.19390431,12
2019,Brazil,BRA,99.8,,1.773948875,1.38437E+12,3.245290041,50.015,,0.705558018,9.552001847,4.193329811,2.150557194,167.3978603,-0.40767929,4.2,30.50581513,9.61449146,97.03069305,,50.24000168,56.948,34.78745284,12.25079584,100.6444195,3.732976212,4.224258869,20.8104642,57.04,107999623,75.338,61,2.21127E+11,1.93162E+11,22.11560393,1.382797246,15.5,-0.714393616,6.733,11.94,11.936,96.3,11.55365978,92.56525319,14
2019,British Virgin Islands,VGB,100,,,,,13.661,,,,1.090659976,,,,,,,,,,,,,,,,,,,75.863,,,,,,,,,,,,,,
2019,Brunei Darussalam,BRN,100,,3.924811735,10848723686,3.616567612,9.955,,3.692284971,11.15648948,4.169672966,0.792611517,99.02681657,0.768578291,1.1,,2.19410944,,,,59.944,,53.55339105,84.16952387,-0.390522069,-3.334183376,,39.282,216668,74.748,45,7039000000,5103000000,90.14617141,3.078587249,18.5,1.110963702,5.892,6.6,6.6,100,4.989989237,,5
